#x y z Bx By Bz
-1.75 0.252632 25.0308 -0.00311409 0.00115414 -0.00791042
-1.75 0.252632 25.3077 -0.00395418 0.00150615 -0.0103213
-1.75 0.252632 25.5846 -0.0050765 0.00198235 -0.0135
-1.75 0.252632 25.8615 -0.00667834 0.00266852 -0.0180187
-1.75 0.252632 26.1385 -0.00940492 0.00382869 -0.0248585
-1.75 0.252632 26.4154 -0.0148911 0.00612743 -0.0353828
-1.75 0.252632 26.6923 -0.0266086 0.0109875 -0.0510646
-1.75 0.252632 26.9692 -0.0516255 0.0213284 -0.072687
-1.75 0.252632 27.2462 -0.105521 0.0436008 -0.0957854
-1.75 0.252632 27.5231 -0.216278 0.0893891 -0.0714236
-1.75 0.252632 27.8 -0.181063 0.0746309 0.0887601
-1.75 0.284211 17 -0.0233669 0.00380252 0.00638236
-1.75 0.284211 17.2769 -0.0233457 0.00379946 0.00997163
-1.75 0.284211 17.5538 -0.0211297 0.00344048 0.0130895
-1.75 0.284211 17.8308 -0.0176443 0.00287606 0.0147554
-1.75 0.284211 18.1077 -0.0140795 0.00229935 0.0149655
-1.75 0.284211 18.3846 -0.011081 0.00181507 0.0142691
-1.75 0.284211 18.6615 -0.00876381 0.00144173 0.0131761
-1.75 0.284211 18.9385 -0.00702033 0.00116177 0.0119807
-1.75 0.284211 19.2154 -0.00570838 0.000952122 0.0108157
-1.75 0.284211 19.4923 -0.0047113 0.000793921 0.00972968
-1.75 0.284211 19.7692 -0.00394431 0.00067354 0.00873371
-1.75 0.284211 20.0462 -0.00334773 0.000581473 0.00782314
-1.75 0.284211 20.3231 -0.00287969 0.000511184 0.00698725
-1.75 0.284211 20.6 -0.00251094 0.000458306 0.00621311
-1.75 0.284211 20.8769 -0.00222172 0.00042021 0.00548707
-1.75 0.284211 21.1538 -0.0020003 0.000395912 0.00479542
-1.75 0.284211 21.4308 -0.0018432 0.000386277 0.00412571
-1.75 0.284211 21.7077 -0.00175588 0.000394199 0.00347109
-1.75 0.284211 21.9846 -0.00174803 0.000422948 0.00284175
-1.75 0.284211 22.2615 -0.00180495 0.000467904 0.00227613
-1.75 0.284211 22.5385 -0.00184137 0.000504462 0.00179887
-1.75 0.284211 22.8154 -0.00176045 0.000505657 0.00132341
-1.75 0.284211 23.0923 -0.00160959 0.000485602 0.000712228
-1.75 0.284211 23.3692 -0.00151007 0.000480177 -5.33298e-05
-1.75 0.284211 23.6462 -0.00150642 0.000505351 -0.00093364
-1.75 0.284211 23.9231 -0.00159454 0.000563727 -0.00192369
-1.75 0.284211 24.2 -0.00177263 0.000658619 -0.00305494
-1.75 0.284211 24.4769 -0.00205639 0.000799259 -0.00437994
-1.75 0.284211 24.7538 -0.00247894 0.00100179 -0.00596687
-1.75 0.284211 25.0308 -0.00308581 0.00128854 -0.00790721
-1.75 0.284211 25.3077 -0.00393212 0.00168809 -0.0103479
-1.75 0.284211 25.5846 -0.0051076 0.00224683 -0.0135655
-1.75 0.284211 25.8615 -0.00684499 0.00307636 -0.0180804
-1.75 0.284211 26.1385 -0.0097817 0.00447073 -0.0247604
-1.75 0.284211 26.4154 -0.0154309 0.00712457 -0.0348171
-1.75 0.284211 26.6923 -0.0269838 0.0125122 -0.0495986
-1.75 0.284211 26.9692 -0.0510378 0.0236998 -0.0697808
-1.75 0.284211 27.2462 -0.102063 0.0474259 -0.0905438
-1.75 0.284211 27.5231 -0.202859 0.0943053 -0.0639767
-1.75 0.284211 27.8 -0.172264 0.0798825 0.0827645
-1.75 0.315789 17 -0.0231637 0.0041884 0.00640382
-1.75 0.315789 17.2769 -0.0231384 0.00418428 0.00994857
-1.75 0.315789 17.5538 -0.0209565 0.00379157 0.0130301
-1.75 0.315789 17.8308 -0.0175222 0.00317363 0.014684
-1.75 0.315789 18.1077 -0.0140014 0.00254078 0.014901
-1.75 0.315789 18.3846 -0.0110323 0.00200799 0.0142178
-1.75 0.315789 18.6615 -0.00873292 0.00159637 0.0131374
-1.75 0.315789 18.9385 -0.00700006 0.00128721 0.0119517
-1.75 0.315789 19.2154 -0.00569462 0.00105543 0.0107939
-1.75 0.315789 19.4923 -0.00470169 0.00088039 0.00971317
-1.75 0.315789 19.7692 -0.00393743 0.000747117 0.0087211
-1.75 0.315789 20.0462 -0.0033427 0.000645143 0.00781349
