#x y z Bx By Bz
0 0 16.5152 -7.57254e-05 0 1.47624
0 0 16.7121 -0.000169948 0 1.43754
0 0 16.9091 -0.000365162 0 1.37961
0 0 17.1061 -0.000809817 0 1.31058
0 0 17.303 -0.00192491 0 1.27717
0 0 17.5 -0.00482574 0 1.3326
0.0421053 0 -2 -0.0341503 0 1.35488
0.0421053 0 -1.80303 -0.047215 0 1.73134
0.0421053 0 -1.60606 -0.0665475 0 2.25721
0.0421053 0 -1.40909 -0.0951689 0 3.00457
0.0421053 0 -1.21212 -0.136397 0 4.07631
0.0421053 0 -1.01515 -0.190716 0 5.59756
0.0421053 0 -0.818182 -0.24749 0 7.65494
0.0421053 0 -0.621212 -0.278437 0 10.1508
0.0421053 0 -0.424242 -0.260705 0 12.7129
0.0421053 0 -0.227273 -0.209821 0 14.9278
0.0421053 0 -0.030303 -0.155563 0 16.6315
0.0421053 0 0.166667 -0.111361 0 17.8706
0.0421053 0 0.363636 -0.0775502 0 18.7469
0.0421053 0 0.560606 -0.0509668 0 19.3435
0.0421053 0 0.757576 -0.0284484 0 19.713
0.0421053 0 0.954545 -0.00683849 0 19.8787
0.0421053 0 1.15152 0.0164838 0 19.8356
0.0421053 0 1.34848 0.0417996 0 19.564
0.0421053 0 1.54545 0.0665695 0 19.0549
0.0421053 0 1.74242 0.0862066 0 18.3339
0.0421053 0 1.93939 0.0971715 0 17.4688
0.0421053 0 2.13636 0.101309 0 16.5367
0.0421053 0 2.33333 0.102933 0 15.5802
0.0421053 0 2.5303 0.102865 0 14.6154
0.0421053 0 2.72727 0.0994935 0 13.6659
0.0421053 0 2.92424 0.093943 0 12.7606
0.0421053 0 3.12121 0.0890969 0 11.9056
0.0421053 0 3.31818 0.084834 0 11.0915
0.0421053 0 3.51515 0.07891 0 10.3237
0.0421053 0 3.71212 0.0715933 0 9.61957
0.0421053 0 3.90909 0.0654082 0 8.98042
0.0421053 0 4.10606 0.0607456 0 8.39084
0.0421053 0 4.30303 0.0556246 0 7.84556
0.0421053 0 4.5 0.0499613 0 7.35207
0.0421053 0 4.69697 0.0457285 0 6.90621
0.0421053 0 4.89394 0.0429305 0 6.49191
0.0421053 0 5.09091 0.0394924 0 6.10523
0.0421053 0 5.28788 0.0351106 0 5.75626
0.0421053 0 5.48485 0.0317486 0 5.44512
0.0421053 0 5.68182 0.0299548 0 5.15726
0.0421053 0 5.87879 0.0278815 0 4.88581
0.0421053 0 6.07576 0.0249954 0 4.6385
0.0421053 0 6.27273 0.0229173 0 4.4156
0.0421053 0 6.4697 0.0218736 0 4.20651
0.0421053 0 6.66667 0.0204819 0 4.00767
0.0421053 0 6.86364 0.0182289 0 3.82626
0.0421053 0 7.06061 0.0161582 0 3.66617
0.0421053 0 7.25758 0.0150333 0 3.52107
0.0421053 0 7.45455 0.0143089 0 3.38392
0.0421053 0 7.65152 0.0137264 0 3.25328
0.0421053 0 7.84848 0.0139361 0 3.12469
0.0421053 0 8.04545 0.0139786 0 2.99287
0.0421053 0 8.24242 0.0107753 0 2.87364
0.0421053 0 8.43939 0.005621 0 2.79853
0.0421053 0 8.63636 0.00681002 0 2.7486
0.0421053 0 8.83333 0.0145909 0 2.6492
0.0421053 0 9.0303 0.01458 0 2.50076
0.0421053 0 9.22727 0.00374916 0 2.41275
0.0421053 0 9.42424 0.000339239 0 2.40603
0.0421053 0 9.62121 0.00771358 0 2.37167
0.0421053 0 9.81818 0.0114705 0 2.27474
0.0421053 0 10.0152 0.00789884 0 2.1808
0.0421053 0 10.2121 0.00393619 0 2.12777
0.0421053 0 10.4091 0.00312068 0 2.09741
0.0421053 0 10.6061 0.00426667 0 2.0638
0.0421053 0 10.803 0.00550256 0 2.01776
0.0421053 0 11 0.00577079 0 1.96424
0.0421053 0 11.197 0.00502825 0 1.91329
0.0421053 0 11.3939 0.00392454 0 1.87161
0.0421053 0 11.5909 0.0030552 0 1.8395
0.0421053 0 11.7879 0.00262403 0 1.81353
0.0421053 0 11.9848 0.00264981 0 1.78945
0.0421053 0 12.1818 0.00307897 0 1.76315
0.0421053 0 12.3788 0.00359873 0 1.73198
0.0421053 0 12.5758 0.00357247 0 1.69801
0.0421053 0 12.7727 0.00287374 0 1.66776
0.0421053 0 12.9697 0.00207898 0 1.64499
0.0421053 0 13.1667 0.00154667 0 1.62856
0.0421053 0 13.3636 0.00130329 0 1.61573
0.0421053 0 13.5606 0.00130621 0 1.604
0.0421053 0 13.7576 0.00151593 0 1.59124
0.0421053 0 13.9545 0.00179479 0 1.576
0.0421053 0 14.1515 0.00182825 0 1.55904
0.0421053 0 14.3485 0.00149436 0 1.5436
0.0421053 0 14.5455 0.00105738 0 1.53203
0.0421053 0 14.7424 0.000710321 0 1.52418
0.0421053 0 14.9394 0.000454477 0 1.51912
0.0421053 0 15.1364 0.000230945 0 1.51625
0.0421053 0 15.3333 -4.16539e-06 0 1.5155
0.0421053 0 15.5303 -0.000202962 0 1.51687
0.0421053 0 15.7273 -0.000157908 0 1.51912
0.0421053 0 15.9242 0.000273852 0 1.51907
0.0421053 0 16.1212 0.000977137 0 1.51347
0.0421053 0 16.3182 0.001895 0 1.50014
0.0421053 0 16.5152 0.00316625 0 1.47639
0.0421053 0 16.7121 0.00495194 0 1.43774
0.0421053 0 16.9091 0.00682777 0 1.37972
0.0421053 0 17.1061 0.00599037 0 1.31006
0.0421053 0 17.303 -0.00280759 0 1.27562
0.0421053 0 17.5 -0.0143909 0 1.33132
0.0842105 0 -2 -0.0681652 0 1.35145
0.0842105 0 -1.80303 -0.0942218 0 1.7263
0.0842105 0 -1.60606 -0.132782 0 2.24972
0.0842105 0 -1.40909 -0.189903 0 2.99354
0.0842105 0 -1.21212 -0.272319 0 4.06083
0.0842105 0 -1.01515 -0.381286 0 5.57865
0.0842105 0 -0.818182 -0.495871 0 7.63892
0.0842105 0 -0.621212 -0.558704 0 10.1483
0.0842105 0 -0.424242 -0.522589 0 12.7257
0.0842105 0 -0.227273 -0.419695 0 14.946
0.0842105 0 -0.030303 -0.310747 0 16.6475
0.0842105 0 0.166667 -0.222363 0 17.8829
0.0842105 0 0.363636 -0.154859 0 18.7564
0.0842105 0 0.560606 -0.101799 0 19.3512
0.0842105 0 0.757576 -0.0568711 0 19.7199
0.0842105 0 0.954545 -0.0137488 0 19.8858
0.0842105 0 1.15152 0.0328854 0 19.8435
0.0842105 0 1.34848 0.0836058 0 19.5722
0.0842105 0 1.54545 0.133311 0 19.0623
0.0842105 0 1.74242 0.172726 0 18.3389
0.0842105 0 1.93939 0.19458 0 17.471
0.0842105 0 2.13636 0.202684 0 16.5374
0.0842105 0 2.33333 0.205908 0 15.5806
0.0842105 0 2.5303 0.205848 0 14.6149
0.0842105 0 2.72727 0.199063 0 13.6643
0.0842105 0 2.92424 0.187843 0 12.7589
0.0842105 0 3.12121 0.178159 0 11.9043
0.0842105 0 3.31818 0.169729 0 11.09
0.0842105 0 3.51515 0.15787 0 10.3214
0.0842105 0 3.71212 0.143132 0 9.61728
0.0842105 0 3.90909 0.130747 0 8.97876
0.0842105 0 4.10606 0.121508 0 8.38938
0.0842105 0 4.30303 0.111269 0 7.84373
0.0842105 0 4.5 0.0998575 0 7.35039
0.0842105 0 4.69697 0.0913913 0 6.90518
0.0842105 0 4.89394 0.0858821 0 6.49103
0.0842105 0 5.09091 0.079018 0 6.1039
0.0842105 0 5.28788 0.0701718 0 5.75491
0.0842105 0 5.48485 0.0634248 0 5.44435
0.0842105 0 5.68182 0.0599157 0 5.15676
0.0842105 0 5.87879 0.055791 0 4.88495
0.0842105 0 6.07576 0.0499468 0 4.63762
0.0842105 0 6.27273 0.0457834 0 4.41516
0.0842105 0 6.4697 0.0437526 0 4.2062
0.0842105 0 6.66667 0.040989 0 4.00706
0.0842105 0 6.86364 0.0364395 0 3.82549
0.0842105 0 7.06061 0.0322677 0 3.66566
0.0842105 0 7.25758 0.0300429 0 3.52082
0.0842105 0 7.45455 0.0286061 0 3.38368
0.0842105 0 7.65152 0.027408 0 3.25319
0.0842105 0 7.84848 0.0278555 0 3.12488
0.0842105 0 8.04545 0.0280688 0 2.99253
0.0842105 0 8.24242 0.021637 0 2.87195
0.0842105 0 8.43939 0.0109843 0 2.79741
0.0842105 0 8.63636 0.0133165 0 2.75055
0.0842105 0 8.83333 0.0294733 0 2.65136
0.0842105 0 9.0303 0.0296147 0 2.49834
0.0842105 0 9.22727 0.00715797 0 2.40942
0.0842105 0 9.42424 0.000223657 0 2.40733
0.0842105 0 9.62121 0.0155869 0 2.37418
0.0842105 0 9.81818 0.0232126 0 2.27448
0.0842105 0 10.0152 0.0157751 0 2.1792
0.0842105 0 10.2121 0.00773116 0 2.127
0.0842105 0 10.4091 0.00615552 0 2.09758
0.0842105 0 10.6061 0.00851388 0 2.06427
0.0842105 0 10.803 0.0110219 0 2.01803
0.0842105 0 11 0.0115583 0 1.96414
0.0842105 0 11.197 0.0100474 0 1.91295
0.0842105 0 11.3939 0.00781787 0 1.87128
0.0842105 0 11.5909 0.00607244 0 1.83929
0.0842105 0 11.7879 0.00520904 0 1.81346
0.0842105 0 11.9848 0.005261 0 1.78953
0.0842105 0 12.1818 0.00612833 0 1.76333
0.0842105 0 12.3788 0.00719221 0 1.73209
0.0842105 0 12.5758 0.00714422 0 1.69787
0.0842105 0 12.7727 0.00572181 0 1.66748
0.0842105 0 12.9697 0.00411938 0 1.64477
0.0842105 0 13.1667 0.00305382 0 1.62844
0.0842105 0 13.3636 0.00256774 0 1.61569
0.0842105 0 13.5606 0.00257361 0 1.60404
0.0842105 0 13.7576 0.00299628 0 1.59133
0.0842105 0 13.9545 0.00356523 0 1.57607
0.0842105 0 14.1515 0.00363655 0 1.55899
0.0842105 0 14.3485 0.00295673 0 1.54346
0.0842105 0 14.5455 0.00207548 0 1.5319
0.0842105 0 14.7424 0.0013815 0 1.52409
0.0842105 0 14.9394 0.000872066 0 1.51905
0.0842105 0 15.1364 0.00042738 0 1.51618
0.0842105 0 15.3333 -4.25005e-05 0 1.51542
0.0842105 0 15.5303 -0.000444915 0 1.51683
0.0842105 0 15.7273 -0.00035544 0 1.5192
0.0842105 0 15.9242 0.000522717 0 1.51927
0.0842105 0 16.1212 0.00194709 0 1.51373
0.0842105 0 16.3182 0.00380466 0 1.50049
0.0842105 0 16.5152 0.0063894 0 1.47688
0.0842105 0 16.7121 0.0100641 0 1.4384
0.0842105 0 16.9091 0.0140995 0 1.38018
0.0842105 0 17.1061 0.0130934 0 1.30884
0.0842105 0 17.303 -0.00353875 0 1.27165
0.0842105 0 17.5 -0.0243347 0 1.32939
0.126316 0 -2 -0.101903 0 1.34575
0.126316 0 -1.80303 -0.140806 0 1.71791
0.126316 0 -1.60606 -0.198385 0 2.23727
0.126316 0 -1.40909 -0.283759 0 2.97519
0.126316 0 -1.21212 -0.407266 0 4.03502
0.126316 0 -1.01515 -0.571524 0 5.54689
0.126316 0 -0.818182 -0.746021 0 7.61175
0.126316 0 -0.621212 -0.842696 0 10.1442
0.126316 0 -0.424242 -0.786838 0 12.7476
0.126316 0 -0.227273 -0.629632 0 14.9766
0.126316 0 -0.030303 -0.465147 0 16.6743
0.126316 0 0.166667 -0.332636 0 17.9035
0.126316 0 0.363636 -0.231676 0 18.7722
0.126316 0 0.560606 -0.152351 0 19.364
0.126316 0 0.757576 -0.0852329 0 19.7313
0.126316 0 0.954545 -0.0207963 0 19.8976
0.126316 0 1.15152 0.0491294 0 19.8566
0.126316 0 1.34848 0.125432 0 19.586
0.126316 0 1.54545 0.200407 0 19.0747
0.126316 0 1.74242 0.25989 0 18.3472
0.126316 0 1.93939 0.292479 0 17.4745
0.126316 0 2.13636 0.304196 0 16.5386
0.126316 0 2.33333 0.308975 0 15.5811
0.126316 0 2.5303 0.309089 0 14.6141
0.126316 0 2.72727 0.2988 0 13.6616
0.126316 0 2.92424 0.281664 0 12.7559
0.126316 0 3.12121 0.267159 0 11.902
0.126316 0 3.31818 0.254763 0 11.0874
0.126316 0 3.51515 0.236948 0 10.3176
0.126316 0 3.71212 0.214571 0 9.61344
0.126316 0 3.90909 0.195957 0 8.97602
0.126316 0 4.10606 0.182322 0 8.38697
0.126316 0 4.30303 0.166972 0 7.84066
0.126316 0 4.5 0.149635 0 7.34757
0.126316 0 4.69697 0.136935 0 6.90348
0.126316 0 4.89394 0.128896 0 6.48957
0.126316 0 5.09091 0.118631 0 6.10166
0.126316 0 5.28788 0.105149 0 5.75262
0.126316 0 5.48485 0.0949688 0 5.44309
0.126316 0 5.68182 0.0899094 0 5.15596
0.126316 0 5.87879 0.0837796 0 4.88349
0.126316 0 6.07576 0.0748261 0 4.63613
0.126316 0 6.27273 0.0685637 0 4.41444
0.126316 0 6.4697 0.0656646 0 4.2057
0.126316 0 6.66667 0.0615701 0 4.00603
0.126316 0 6.86364 0.0546343 0 3.82419
0.126316 0 7.06061 0.0482989 0 3.6648
0.126316 0 7.25758 0.0450279 0 3.52042
0.126316 0 7.45455 0.0429058 0 3.38327
0.126316 0 7.65152 0.0410213 0 3.25304
0.126316 0 7.84848 0.0417612 0 3.12521
0.126316 0 8.04545 0.0424129 0 2.992
0.126316 0 8.24242 0.0327136 0 2.86906
0.126316 0 8.43939 0.015847 0 2.79544
0.126316 0 8.63636 0.0192125 0 2.75393
0.126316 0 8.83333 0.0449845 0 2.65519
0.126316 0 9.0303 0.0456375 0 2.49413
0.126316 0 9.22727 0.00988084 0 2.40361
0.126316 0 9.42424 -0.000802714 0 2.40966
0.126316 0 9.62121 0.023838 0 2.37855
0.126316 0 9.81818 0.035548 0 2.27398
0.126316 0 10.0152 0.023631 0 2.17644
0.126316 0 10.2121 0.0112724 0 2.1257
0.126316 0 10.4091 0.00905572 0 2.0979
0.126316 0 10.6061 0.0127613 0 2.06507
0.126316 0 10.803 0.0166155 0 2.01849
0.126316 0 11 0.0174209 0 1.96397
0.126316 0 11.197 0.0150902 0 1.91237
0.126316 0 11.3939 0.0116916 0 1.87071
0.126316 0 11.5909 0.00905852 0 1.83893
0.126316 0 11.7879 0.00776257 0 1.81336
0.126316 0 11.9848 0.0078428 0 1.78967
0.126316 0 12.1818 0.00916751 0 1.76364
0.126316 0 12.3788 0.0108276 0 1.73229
0.126316 0 12.5758 0.0107693 0 1.69763
0.126316 0 12.7727 0.00857303 0 1.66702
0.126316 0 12.9697 0.00613923 0 1.6444
0.126316 0 13.1667 0.00454094 0 1.62823
0.126316 0 13.3636 0.00381549 0 1.61563
0.126316 0 13.5606 0.00382622 0 1.6041
0.126316 0 13.7576 0.0044699 0 1.59149
0.126316 0 13.9545 0.00535391 0 1.57619
0.126316 0 14.1515 0.00547419 0 1.55889
0.126316 0 14.3485 0.00442474 0 1.54322
0.126316 0 14.5455 0.00308585 0 1.53168
0.126316 0 14.7424 0.00204609 0 1.52393
0.126316 0 14.9394 0.00128752 0 1.51893
0.126316 0 15.1364 0.000625163 0 1.51606
0.126316 0 15.3333 -8.18182e-05 0 1.5153
0.126316 0 15.5303 -0.000703917 0 1.51676
0.126316 0 15.7273 -0.000582582 0 1.51933
0.126316 0 15.9242 0.000753747 0 1.51959
0.126316 0 16.1212 0.00290363 0 1.51417
0.126316 0 16.3182 0.0056898 0 1.50106
0.126316 0 16.5152 0.00957295 0 1.47771
0.126316 0 16.7121 0.0151508 0 1.43954
0.126316 0 16.9091 0.0215142 0 1.38105
0.126316 0 17.1061 0.0207927 0 1.30696
0.126316 0 17.303 -0.00398924 0 1.26504
0.126316 0 17.5 -0.0352414 0 1.32685
0.168421 0 -2 -0.135228 0 1.33782
0.168421 0 -1.80303 -0.186759 0 1.70624
0.168421 0 -1.60606 -0.263041 0 2.21993
0.168421 0 -1.40909 -0.376292 0 2.94959
0.168421 0 -1.21212 -0.54072 0 3.99882
0.168421 0 -1.01515 -0.761186 0 5.50194
0.168421 0 -0.818182 -0.998816 0 7.5727
0.168421 0 -0.621212 -1.13247 0 10.1382
0.168421 0 -0.424242 -1.05467 0 12.7791
0.168421 0 -0.227273 -0.839582 0 15.02
0.168421 0 -0.030303 -0.618329 0 16.7118
0.168421 0 0.166667 -0.441809 0 17.9322
0.168421 0 0.363636 -0.307757 0 18.7942
0.168421 0 0.560606 -0.202484 0 19.3819
0.168421 0 0.757576 -0.113503 0 19.7473
0.168421 0 0.954545 -0.0280593 0 19.9141
0.168421 0 1.15152 0.0651273 0 19.875
0.168421 0 1.34848 0.167282 0 19.6054
0.168421 0 1.54545 0.268034 0 19.0923
0.168421 0 1.74242 0.348049 0 18.3589
0.168421 0 1.93939 0.391123 0 17.4793
0.168421 0 2.13636 0.405895 0 16.5402
0.168421 0 2.33333 0.412167 0 15.582
0.168421 0 2.5303 0.412729 0 14.613
0.168421 0 2.72727 0.398797 0 13.6577
0.168421 0 2.92424 0.375352 0 12.7516
0.168421 0 3.12121 0.356058 0 11.899
0.168421 0 3.31818 0.34002 0 11.0839
0.168421 0 3.51515 0.316214 0 10.3123
0.168421 0 3.71212 0.285851 0 9.60798
0.168421 0 3.90909 0.260961 0 8.97224
0.168421 0 4.10606 0.243224 0 8.38365
0.168421 0 4.30303 0.222773 0 7.83631
0.168421 0 4.5 0.199224 0 7.34357
0.168421 0 4.69697 0.182288 0 6.90115
0.168421 0 4.89394 0.172011 0 6.4876
0.168421 0 5.09091 0.158387 0 6.09847
0.168421 0 5.28788 0.139992 0 5.74936
0.168421 0 5.48485 0.126302 0 5.44134
0.168421 0 5.68182 0.119959 0 5.1549
0.168421 0 5.87879 0.111899 0 4.88141
0.168421 0 6.07576 0.0995884 0 4.634
0.168421 0 6.27273 0.0912082 0 4.41345
0.168421 0 6.4697 0.0876305 0 4.20505
0.168421 0 6.66667 0.0822694 0 4.00458
0.168421 0 6.86364 0.0728036 0 3.82232
0.168421 0 7.06061 0.0642062 0 3.6636
0.168421 0 7.25758 0.0599776 0 3.5199
0.168421 0 7.45455 0.0572155 0 3.38269
0.168421 0 7.65152 0.0545257 0 3.25281
0.168421 0 7.84848 0.0556336 0 3.12575
0.168421 0 8.04545 0.0571513 0 2.99136
0.168421 0 8.24242 0.044155 0 2.86484
0.168421 0 8.43939 0.0199286 0 2.7924
0.168421 0 8.63636 0.0241125 0 2.75892
0.168421 0 8.83333 0.0614814 0 2.66106
0.168421 0 9.0303 0.0632724 0 2.48786
0.168421 0 9.22727 0.0114802 0 2.39488
0.168421 0 9.42424 -0.00327856 0 2.41334
0.168421 0 9.62121 0.0327239 0 2.38505
0.168421 0 9.81818 0.0488158 0 2.27309
0.168421 0 10.0152 0.0314313 0 2.17238
0.168421 0 10.2121 0.0144156 0 2.12389
0.168421 0 10.4091 0.0117548 0 2.09839
0.168421 0 10.6061 0.0170119 0 2.06623
0.168421 0 10.803 0.0223242 0 2.01914
0.168421 0 11 0.0233989 0 1.96371
0.168421 0 11.197 0.0201676 0 1.91154
0.168421 0 11.3939 0.0155343 0 1.86991
0.168421 0 11.5909 0.0119974 0 1.83844
0.168421 0 11.7879 0.0102688 0 1.81321
0.168421 0 11.9848 0.0103798 0 1.78985
0.168421 0 12.1818 0.0121894 0 1.76409
0.168421 0 12.3788 0.0145279 0 1.73259
0.168421 0 12.5758 0.0144781 0 1.69728
0.168421 0 12.7727 0.011427 0 1.66635
0.168421 0 12.9697 0.00812714 0 1.64389
0.168421 0 13.1667 0.00599796 0 1.62795
0.168421 0 13.3636 0.00503832 0 1.61555
0.168421 0 13.5606 0.00505641 0 1.60419
0.168421 0 13.7576 0.00593242 0 1.59171
0.168421 0 13.9545 0.00717052 0 1.57637
0.168421 0 14.1515 0.007358 0 1.55875
0.168421 0 14.3485 0.00590037 0 1.54287
0.168421 0 14.5455 0.00408392 0 1.53137
0.168421 0 14.7424 0.0027007 0 1.52372
0.168421 0 14.9394 0.00169979 0 1.51876
0.168421 0 15.1364 0.000825198 0 1.51589
0.168421 0 15.3333 -0.000121879 0 1.51511
0.168421 0 15.5303 -0.00098856 0 1.51666
0.168421 0 15.7273 -0.000855789 0 1.51952
0.168421 0 15.9242 0.000958511 0 1.52005
0.168421 0 16.1212 0.00384063 0 1.51477
0.168421 0 16.3182 0.00753804 0 1.50186
0.168421 0 16.5152 0.0126953 0 1.47888
0.168421 0 16.7121 0.020191 0 1.44116
0.168421 0 16.9091 0.0291214 0 1.38242
0.168421 0 17.1061 0.0294036 0 1.30456
0.168421 0 17.303 -0.00394389 0 1.25539
0.168421 0 17.5 -0.0478831 0 1.3238
0.210526 0 -2 -0.168006 0 1.32769
0.210526 0 -1.80303 -0.231877 0 1.69135
0.210526 0 -1.60606 -0.326441 0 2.19779
0.210526 0 -1.40909 -0.46705 0 2.91683
0.210526 0 -1.21212 -0.672123 0 3.95222
0.210526 0 -1.01515 -0.94993 0 5.44331
0.210526 0 -0.818182 -1.2551 0 7.5207
0.210526 0 -0.621212 -1.43036 0 10.1302
0.210526 0 -0.424242 -1.32734 0 12.8215
0.210526 0 -0.227273 -1.04939 0 15.0768
0.210526 0 -0.030303 -0.76981 0 16.7602
0.210526 0 0.166667 -0.549503 0 17.9689
0.210526 0 0.363636 -0.382862 0 18.8224
0.210526 0 0.560606 -0.252055 0 19.4047
0.210526 0 0.757576 -0.141651 0 19.7676
0.210526 0 0.954545 -0.0356278 0 19.9352
0.210526 0 1.15152 0.0807797 0 19.8987
0.210526 0 1.34848 0.209146 0 19.6305
0.210526 0 1.54545 0.33637 0 19.115
0.210526 0 1.74242 0.437582 0 18.374
0.210526 0 1.93939 0.49078 0 17.4853
0.210526 0 2.13636 0.50781 0 16.542
0.210526 0 2.33333 0.515503 0 15.5832
0.210526 0 2.5303 0.516933 0 14.6117
0.210526 0 2.72727 0.49916 0 13.6525
0.210526 0 2.92424 0.468832 0 12.746
0.210526 0 3.12121 0.444799 0 11.8953
0.210526 0 3.31818 0.4256 0 11.0795
0.210526 0 3.51515 0.395753 0 10.3053
0.210526 0 3.71212 0.356896 0 9.60085
0.210526 0 3.90909 0.325667 0 8.96745
0.210526 0 4.10606 0.304266 0 8.3795
0.210526 0 4.30303 0.278728 0 7.83062
0.210526 0 4.5 0.248541 0 7.33833
0.210526 0 4.69697 0.227369 0 6.89824
0.210526 0 4.89394 0.21528 0 6.48517
0.210526 0 5.09091 0.198355 0 6.09429
0.210526 0 5.28788 0.174643 0 5.74506
0.210526 0 5.48485 0.157331 0 5.43916
0.210526 0 5.68182 0.150097 0 5.15368
0.210526 0 5.87879 0.140217 0 4.87866
0.210526 0 6.07576 0.124177 0 4.63119
0.210526 0 6.27273 0.113658 0 4.41225
0.210526 0 6.4697 0.109677 0 4.20428
0.210526 0 6.66667 0.103141 0 4.00269
0.210526 0 6.86364 0.0909352 0 3.81985
0.210526 0 7.06061 0.0799353 0 3.66206
0.210526 0 7.25758 0.0748824 0 3.51928
0.210526 0 7.45455 0.0715522 0 3.3819
0.210526 0 7.65152 0.0678717 0 3.25249
0.210526 0 7.84848 0.0694362 0 3.12655
0.210526 0 8.04545 0.0724387 0 2.99074
0.210526 0 8.24242 0.0561681 0 2.85911
0.210526 0 8.43939 0.0229118 0 2.78799
0.210526 0 8.63636 0.0275244 0 2.76579
0.210526 0 8.83333 0.0793718 0 2.66958
0.210526 0 9.0303 0.0833204 0 2.47913
0.210526 0 9.22727 0.011389 0 2.38257
